Month,Year,Zip Code,Customer Type,Monthly KWH Used
3,2014,"37221
(36.064367, -86.96029)",COMCOMM > 50 KW                                                  ,2850439
3,2014,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6358939
3,2014,"37214
(36.168995, -86.667231)",OLMOLB METERED                                                   ,9110
3,2014,"37208
(36.176427, -86.805176)",OLMOLB METERED                                                   ,43457
3,2014,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW                                                  ,6630828
3,2014,"37072
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1445965
3,2014,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2128383
3,2014,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1327599
3,2014,"37072
(36.350389, -86.731255)",OLMOLB METERED                                                   ,13853
3,2014,"37206
(36.18095, -86.739624)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,844443
3,2014,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW                                                  ,7687677
3,2014,"37216
(36.216134, -86.726204)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4109811
3,2014,"37073
(36.42764, -86.812249)",COMCOMM > 50 KW                                                  ,36320
3,2014,"37115
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7518948
3,2014,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,928249
3,2014,"37027
(36.00245, -86.778709)",COMCOMM > 50 KW                                                  ,9949425
3,2014,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1366178
3,2014,"37189
(36.279393, -86.826731)",OLMOLB METERED                                                   ,380
3,2014,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW                                                  ,90000
3,2014,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,32657
3,2014,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,868293
3,2014,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,868726
3,2014,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1838817
3,2014,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,351
3,2014,"37214
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5829875
3,2014,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3897746
3,2014,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1027013
3,2014,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1881657
3,2014,"37204
(36.109305, -86.776748)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2452858
3,2014,"37073
(36.42764, -86.812249)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,14471
3,2014,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,36815
3,2014,"37086
(36.014912, -86.5643)",OLMOLB METERED                                                   ,11410
3,2014,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2966735
3,2014,"37218
(36.210699, -86.866798)",OLMOLB METERED                                                   ,0
3,2014,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1264473
3,2014,"37216
(36.216134, -86.726204)",OLMOLB METERED                                                   ,1081
3,2014,"37215
(36.091316, -86.827959)",OLMOLB METERED                                                   ,6166
3,2014,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW                                                  ,2639237
3,2014,"37220
(36.06788, -86.776955)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2309920
3,2014,"37234
",COMCOMM > 50 KW                                                  ,40
3,2014,"37202
(36.158527, -86.782923)",COMCOMM > 50 KW                                                  ,14800
3,2014,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,451141
3,2014,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW                                                  ,2141930
3,2014,"37219
(36.167467, -86.783669)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,236150
3,2014,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW                                                  ,4727
3,2014,"37073
(36.42764, -86.812249)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,84828
3,2014,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW                                                  ,24011563
3,2014,"37243
(36.166899, -86.77672)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,14366
3,2014,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3874573
3,2014,"37228
(36.193837, -86.803025)",OLMOLB METERED                                                   ,160
3,2014,"37122
(36.187906, -86.500085)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,4006
3,2014,"37082
(36.08832, -87.117051)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,4323
3,2014,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5575183
3,2014,"37201
(36.164553, -86.776977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,219522
3,2014,"37204
(36.109305, -86.776748)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1463717
3,2014,"37027
(36.00245, -86.778709)",OLMOLB METERED                                                   ,17875
3,2014,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,137382
3,2014,"37237
",COMCOMM > 50 KW                                                  ,432000
3,2014,"37211
(36.069132, -86.724578)",COMCOMM > 50 KW                                                  ,15691849
2,2014,"37086
(36.014912, -86.5643)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4729663
2,2014,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW                                                  ,0
2,2014,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW                                                  ,12147317
2,2014,"37215
(36.091316, -86.827959)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8339041
2,2014,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,331
2,2014,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5363764
2,2014,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6054760
2,2014,"37228
(36.193837, -86.803025)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,79871
2,2014,"37066
(36.387698, -86.459057)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,678576
2,2014,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2571989
2,2014,"37228
(36.193837, -86.803025)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,216285
2,2014,"37220
(36.06788, -86.776955)",OLMOLB METERED                                                   ,7176
2,2014,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2835982
2,2014,"37207
(36.224945, -86.775061)",COMCOMM > 50 KW                                                  ,13960969
2,2014,"37218
(36.210699, -86.866798)",OLMOLB METERED                                                   ,0
2,2014,"37219
(36.167467, -86.783669)",COMCOMM > 50 KW                                                  ,8229338
2,2014,"37115
(36.262567, -86.704171)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2111541
2,2014,"37208
(36.176427, -86.805176)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5291505
2,2014,"37209
(36.149599, -86.874487)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8520334
2,2014,"37216
(36.216134, -86.726204)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,762301
2,2014,"37205
(36.112469, -86.867263)",SEASEAS > 50 KW                                                  ,480
2,2014,"37069
(35.985493, -86.899213)",COMCOMM > 50 KW                                                  ,102320
2,2014,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1606924
2,2014,"37229
(36.166687, -86.779932)",COMCOMM > 50 KW                                                  ,856450
2,2014,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW                                                  ,427200
2,2014,"37221
(36.064367, -86.96029)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8999548
2,2014,"37213
(36.167552, -86.767564)",COMCOMM > 50 KW                                                  ,3672750
2,2014,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW                                                  ,11269277
2,2014,"37122
(36.187906, -86.500085)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,5489
2,2014,"37013
(36.049335, -86.641832)",OLMOLB METERED                                                   ,4041
2,2014,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,712322
2,2014,"37204
(36.109305, -86.776748)",OLMOLB METERED                                                   ,5707
2,2014,"37203
(36.150195, -86.790206)",COMCOMM > 50 KW                                                  ,63776910
2,2014,"37080
(36.331509, -86.915843)",OLMOLB METERED                                                   ,0
2,2014,"37201
(36.164553, -86.776977)",COMCOMM > 50 KW                                                  ,8559629
2,2014,"37086
(36.014912, -86.5643)",OLMOLB METERED                                                   ,6319
2,2014,"37219
(36.167467, -86.783669)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,280318
2,2014,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,740747
2,2014,"37217
(36.106646, -86.667608)",OLMOLB METERED                                                   ,1093
2,2014,"37204
(36.109305, -86.776748)",COMCOMM > 50 KW                                                  ,13488357
2,2014,"37208
(36.176427, -86.805176)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1358548
2,2014,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,597625
2,2014,"37086
(36.014912, -86.5643)",COMCOMM > 50 KW                                                  ,17952740
2,2014,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,158690
2,2014,"37086
(36.014912, -86.5643)",SEASEAS =< 50 KW                                                 ,0
2,2014,"37220
(36.06788, -86.776955)",COMCOMM > 50 KW                                                  ,1497314
2,2014,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW                                                  ,5723915
2,2014,"37214
(36.168995, -86.667231)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8057519
2,2014,"37206
(36.18095, -86.739624)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1081011
2,2014,"37076
(36.175185, -86.5933)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7294006
2,2014,"37221
(36.064367, -86.96029)",OLMOLB METERED                                                   ,3475
2,2014,"37135
(35.946013, -86.661944)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,172179
2,2014,"37205
(36.112469, -86.867263)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,9492464
2,2014,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1374161
2,2014,"37208
(36.176427, -86.805176)",OLMOLB METERED                                                   ,30377
2,2014,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,617276
2,2014,"37207
(36.224945, -86.775061)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,16311269
2,2014,"37206
(36.18095, -86.739624)",OLMOLB METERED                                                   ,1747
2,2014,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1497401
2,2014,"37243
(36.166899, -86.77672)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,15865
2,2014,"37143
(36.12259, -87.03587)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,46548
2,2014,"37216
(36.216134, -86.726204)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6480912
2,2014,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW                                                  ,2530690
2,2014,"37076
(36.175185, -86.5933)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1062138
2,2014,"37201
(36.164553, -86.776977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,272664
2,2014,"37143
(36.12259, -87.03587)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1212756
2,2014,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,995659
2,2014,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW                                                  ,10265374
2,2014,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1540761
2,2014,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW                                                  ,6719689
2,2014,"37211
(36.069132, -86.724578)",OLMOLB METERED                                                   ,1800
2,2014,"37217
(36.106646, -86.667608)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4305832
2,2014,"37073
(36.42764, -86.812249)",OLMOLB METERED                                                   ,0
2,2014,"37211
(36.069132, -86.724578)",COMCOMM > 50 KW                                                  ,16955018
2,2014,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW                                                  ,8833581
2,2014,"37073
(36.42764, -86.812249)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,21843
2,2014,"37215
(36.091316, -86.827959)",COMCOMM > 50 KW                                                  ,5459045
2,2014,"37227
(36.129798, -86.666977)",COMCOMM > 50 KW                                                  ,47180
2,2014,"37138
(36.239455, -86.611783)",OLMOLB METERED                                                   ,1607
2,2014,"37228
(36.193837, -86.803025)",OLMOLB METERED                                                   ,220
2,2014,"37138
(36.239455, -86.611783)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,587394
2,2014,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW                                                  ,5756
2,2014,"37189
(36.279393, -86.826731)",OLMOLB METERED                                                   ,180
2,2014,"37073
(36.42764, -86.812249)",COMCOMM > 50 KW                                                  ,55080
2,2014,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW                                                  ,101000
2,2014,"37072
(36.350389, -86.731255)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2139165
2,2014,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW                                                 ,1
2,2014,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2742555
2,2014,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7914760
2,2014,"37115
(36.262567, -86.704171)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,12290393
2,2014,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,18870
2,2014,"37189
(36.279393, -86.826731)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1866525
2,2014,"37015
(36.29003, -87.070106)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,97415
2,2014,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,305253
2,2014,"37072
(36.350389, -86.731255)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,12980398
2,2014,"37207
(36.224945, -86.775061)",OLMOLB METERED                                                   ,37
2,2014,"37214
(36.168995, -86.667231)",OLMOLB METERED                                                   ,8048
2,2014,"37189
(36.279393, -86.826731)",COMCOMM > 50 KW                                                  ,1609910
2,2014,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW                                                  ,24702606
2,2014,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,3474315
2,2014,"37069
(35.985493, -86.899213)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,7547
2,2014,"37205
(36.112469, -86.867263)",OLMOLB METERED                                                   ,894
2,2014,"37152
(36.396526, -86.765833)",COMCOMM > 50 KW                                                  ,52200
2,2014,"37204
(36.109305, -86.776748)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1615710
2,2014,"37202
(36.158527, -86.782923)",COMCOMM > 50 KW                                                  ,17300
2,2014,"37205
(36.112469, -86.867263)",COMCOMM > 50 KW                                                  ,9529697
2,2014,"37234
(36.159965, -86.783617)",COMCOMM > 50 KW                                                  ,40
2,2014,"37210
(36.140869, -86.738847)",SEASEAS > 50 KW                                                  ,0
2,2014,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2500117
2,2014,"37219
(36.167467, -86.783669)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,48440
2,2014,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,50122
2,2014,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1050843
2,2014,"37080
(36.331509, -86.915843)",COMCOMM > 50 KW                                                  ,558074
2,2014,"37210
(36.140869, -86.738847)",OLMOLB METERED                                                   ,10341
2,2014,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,65455
2,2014,"37072
(36.350389, -86.731255)",OLMOLB METERED                                                   ,3100
2,2014,"37216
(36.216134, -86.726204)",COMCOMM > 50 KW                                                  ,2869122
2,2014,"37135
(35.946013, -86.661944)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,6591
2,2014,"37209
(36.149599, -86.874487)",COMCOMM > 50 KW                                                  ,25244942
2,2014,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW                                                  ,3302821
2,2014,"37215
(36.091316, -86.827959)",OLMOLB METERED                                                   ,5634
2,2014,"37115
(36.262567, -86.704171)",OLMOLB METERED                                                   ,613
2,2014,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW                                                  ,9368326
2,2014,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8693105
2,2014,"37203
(36.150195, -86.790206)",OLMOLB METERED                                                   ,37
2,2014,"37152
(36.396526, -86.765833)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,37542
2,2014,"37221
(36.064367, -86.96029)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1123646
2,2014,"37201
(36.164553, -86.776977)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,79497
2,2014,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1245338
2,2014,"37080
(36.331509, -86.915843)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3089269
2,2014,"37211
(36.069132, -86.724578)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,13005355
2,2014,"37212
(36.133256, -86.801456)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1182067
2,2014,"37212
(36.133256, -86.801456)",OLMOLB METERED                                                   ,66066
2,2014,"37210
(36.140869, -86.738847)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2725552
2,2014,"37075
(36.323052, -86.60557)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,11874956
2,2014,"37243
(36.166899, -86.77672)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,91207
2,2014,"37138
(36.239455, -86.611783)",COMCOMM > 50 KW                                                  ,18730695
2,2014,"37228
(36.193837, -86.803025)",COMCOMM > 50 KW                                                  ,5032690
2,2014,"37013
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,12014378
2,2014,"37203
(36.150195, -86.790206)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2601531
2,2014,"37027
",COMCOMM > 50 KW                                                  ,10956245
2,2014,"37027
",OLMOLB METERED                                                   ,15309
2,2014,"37220
(36.06788, -86.776955)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2822692
2,2014,"37066
",COMCOMM > 50 KW                                                  ,515000
2,2014,"37076
",OLMOLB METERED                                                   ,0
2,2014,"37207
(36.224945, -86.775061)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2059224
2,2014,"37216
(36.216134, -86.726204)",OLMOLB METERED                                                   ,41
2,2014,"37082
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,6049
2,2014,"37203
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1631693
2,2014,"37208
",COMCOMM > 50 KW                                                  ,15359996
2,2014,"37215
(36.091316, -86.827959)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1356601
2,2014,"37213
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,437
2,2014,"37220
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,259871
2,2014,"37221
",COMCOMM > 50 KW                                                  ,3248748
2,2014,"37209
(36.149599, -86.874487)",OLMOLB METERED                                                   ,11538
2,2014,"37075
(36.323052, -86.60557)",OLMOLB METERED                                                   ,44602
2,2014,"37237
",COMCOMM > 50 KW                                                  ,476000
2,2014,"37212
(36.133256, -86.801456)",COMCOMM > 50 KW                                                  ,8924156
2,2014,"37204
(36.109305, -86.776748)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3079850
2,2014,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW                                                  ,21541753
2,2014,"37073
(36.42764, -86.812249)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,155606
2,2014,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8750
12,2014,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW                                                  ,2276170
12,2014,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW                                                 ,160
12,2014,"37221
(36.064367, -86.96029)",COMCOMM > 50 KW                                                  ,3103349
12,2014,"37205
(36.112469, -86.867263)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6853601
12,2014,"37203
(36.150195, -86.790206)",OLMOLB METERED                                                   ,160
12,2014,"37207
(36.224945, -86.775061)",COMCOMM > 50 KW                                                  ,13390470
12,2014,"37208
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1008472
12,2014,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW                                                  ,8132833
12,2014,"37069
(35.985493, -86.899213)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,7373
12,2014,"37221
(36.064367, -86.96029)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,877355
12,2014,"37211
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8648250
12,2014,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW                                                  ,0
12,2014,"37217
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3900093
12,2014,"37218
(36.210699, -86.866798)",OLMOLB METERED                                                   ,200
12,2014,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,694264
12,2014,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2013203
12,2014,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW                                                  ,94500
12,2014,"37201
(36.164553, -86.776977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,196051
12,2014,"37209
(36.149599, -86.874487)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5167160
12,2014,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6760
12,2014,"37075
(36.323052, -86.60557)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7584037
12,2014,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1816909
12,2014,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,966487
12,2014,"37215
(36.091316, -86.827959)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6042593
12,2014,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2857557
12,2014,"37189
(36.279393, -86.826731)",OLMOLB METERED                                                   ,0
12,2014,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW                                                  ,24308520
12,2014,"37227
",COMCOMM > 50 KW                                                  ,48400
12,2014,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW                                                  ,5144808
12,2014,"37220
(36.06788, -86.776955)",COMCOMM > 50 KW                                                  ,1406011
12,2014,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,10985
12,2014,"37204
(36.109305, -86.776748)",OLMOLB METERED                                                   ,14170
12,2014,"37189
(36.279393, -86.826731)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1188719
12,2014,"37211
(36.069132, -86.724578)",OLMOLB METERED                                                   ,7260
12,2014,"37080
(36.331509, -86.915843)",OLMOLB METERED                                                   ,1600
12,2014,"37209
(36.149599, -86.874487)",COMCOMM > 50 KW                                                  ,24403563
12,2014,"37086
(36.014912, -86.5643)",COMCOMM > 50 KW                                                  ,17593046
12,2014,"37229
(36.166687, -86.779932)",COMCOMM > 50 KW                                                  ,967000
12,2014,"37214
(36.168995, -86.667231)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5940802
12,2014,"37212
(36.133256, -86.801456)",COMCOMM > 50 KW                                                  ,7690055
12,2014,"37213
(36.167552, -86.767564)",COMCOMM > 50 KW                                                  ,3939931
12,2014,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW                                                  ,8922860
12,2014,"37228
",OLMOLB METERED                                                   ,342
12,2014,"37066
(36.387698, -86.459057)",COMCOMM > 50 KW                                                  ,490365
12,2014,"37215
(36.091316, -86.827959)",COMCOMM > 50 KW                                                  ,4302856
12,2014,"37228
(36.193837, -86.803025)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,204284
12,2014,"37237
",COMCOMM > 50 KW                                                  ,464000
12,2014,"37210
(36.140869, -86.738847)",OLMOLB METERED                                                   ,7816
12,2014,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW                                                  ,20838889
12,2014,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW                                                  ,12353626
12,2014,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW                                                  ,8306934
12,2014,"37220
(36.06788, -86.776955)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,217060
12,2014,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,528987
12,2014,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1401441
12,2014,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW                                                  ,10961709
12,2014,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1645233
12,2014,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW                                                  ,350400
12,2014,"37072
(36.350389, -86.731255)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1543327
12,2014,"37204
(36.109305, -86.776748)",COMCOMM > 50 KW                                                  ,13302790
12,2014,"37086
(36.014912, -86.5643)",OLMOLB METERED                                                   ,5341
12,2014,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,35252
12,2014,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,831425
12,2014,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,32373
12,2014,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6512963
12,2014,"37073
(36.42764, -86.812249)",OLMOLB METERED                                                   ,0
12,2014,"37216
(36.216134, -86.726204)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4081346
12,2014,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,224234
12,2014,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,452464
